Nama_Bahan,Satuan,Harga_Rata_Rata,Bulan,Tahun
Garam Beryodium Bata,Buah,1556,Desember,2021
Ikan Bandeng,kg,27831,Mei,2020
Tepung terigu Segitiga Biru,kg,8485,Desember,2021
KACANG Kedelai Eks Impor,kg,11050,Desember,2021
Kacang Kedelai Lokal,kg,11428,Desember,2021
Indomie Rasa Kari Ayam,Bungkus,2539,Desember,2021
Cabe Keriting,kg,37153,Desember,2021
Cabe Biasa,kg,33934,Desember,2021
Cabe Rawit,kg,69285,Desember,2021
Bawang Merah,kg,21257,Desember,2021
Bawang Putih,kg,22545,Desember,2021
IKAN ASIN TERI,kg,68820,Desember,2021
KACANG HIJAU,kg,21783,Desember,2021
KACANG TANAH,kg,26062,Desember,2021
KETELA POHON,kg,4301,Desember,2021
KOL/KUBIS,kg,6355,Desember,2021
KENTANG,kg,12911,Desember,2021
TOMAT,kg,6781,Desember,2021
WORTEL,kg,9936,Desember,2021
Buncis,kg,9675,Desember,2021
Ikan Bandeng,kg,27915,Juni,2020
Ikan Kembung,kg,30235,Desember,2021
Ikan Tuna,kg,36682,Desember,2021
ikan Tongkol,kg,30032,Desember,2021
ikan cakalang,kg,30564,Desember,2021
Beras Bengawan,kg,11279,Januari,2022
Beras Mentik,kg,10970,Januari,2022
Beras IR 64,kg,9503,Januari,2022
Gula Pasir Dalam Negri,kg,12929,Januari,2022
Garam Beryodium Halus,kg,8899,Januari,2024
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,37982,Januari,2022
Tanpa Merk / Minyak Curah,kg,19138,Januari,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,19473,Januari,2022
Daging Sapi Murni,kg,111320,Januari,2022
Ikan Bandeng,kg,27710,Juli,2020
Ikan Bandeng,kg,27550,Agustus,2020
Telur Ayam Ras / Petelur,kg,22559,Januari,2022
Ikan Bandeng,kg,27588,September,2020
Susu Kental Manis Merk Bendera,397 gr/kl,10351,Januari,2022
Susu Kental Manis Merk Indomilk,390 gr/kl,10147,Januari,2022
Susu Bubuk Merk Bendera (Instant),400 gr/dos,38926,Januari,2022
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37794,Januari,2022
JAGUNG PIPILAN KERING,kg,7263,Januari,2022
Garam Beryodium Bata,Buah,1651,Januari,2022
Ikan Bandeng,kg,27811,Oktober,2020
Tepung terigu Segitiga Biru,kg,8717,Januari,2022
KACANG Kedelai Eks Impor,kg,11263,Januari,2022
Kacang Kedelai Lokal,kg,11476,Januari,2022
Indomie Rasa Kari Ayam,Bungkus,2579,Januari,2022
Cabe Keriting,kg,27078,Januari,2022
Cabe Biasa,kg,24306,Januari,2022
Cabe Rawit,kg,39793,Januari,2022
Bawang Merah,kg,22597,Januari,2022
Bawang Putih,kg,23547,Januari,2022
IKAN ASIN TERI,kg,69413,Januari,2022
KACANG HIJAU,kg,21981,Januari,2022
KACANG TANAH,kg,26715,Januari,2022
KETELA POHON,kg,4388,Januari,2022
KOL/KUBIS,kg,6261,Januari,2022
KENTANG,kg,13220,Januari,2022
TOMAT,kg,12099,Januari,2022
WORTEL,kg,10283,Januari,2022
Buncis,kg,10017,Januari,2022
Ikan Bandeng,kg,27822,November,2020
Ikan Kembung,kg,31413,Januari,2022
Ikan Tuna,kg,37308,Januari,2022
ikan Tongkol,kg,30560,Januari,2022
ikan cakalang,kg,31420,Januari,2022
Beras Bengawan,kg,11279,Februari,2022
Beras Mentik,kg,10927,Februari,2022
Beras IR 64,kg,9559,Februari,2022
Gula Pasir Dalam Negri,kg,13269,Februari,2022
Garam Beryodium Halus,kg,8905,Februari,2024
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,35757,Februari,2022
Tanpa Merk / Minyak Curah,kg,17743,Februari,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,18263,Februari,2022
Daging Sapi Murni,kg,111938,Februari,2022
Ikan Bandeng,kg,28069,Desember,2020
Ikan Bandeng,kg,28318,Januari,2021
Telur Ayam Ras / Petelur,kg,19506,Februari,2022
Ikan Bandeng,kg,28507,Februari,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10365,Februari,2022
Susu Kental Manis Merk Indomilk,390 gr/kl,10288,Februari,2022
Susu Bubuk Merk Bendera (Instant),400 gr/dos,38671,Februari,2022
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37845,Februari,2022
JAGUNG PIPILAN KERING,kg,7227,Februari,2022
Garam Beryodium Bata,Buah,1545,Februari,2022
Ikan Bandeng,kg,28741,Maret,2021
Tepung terigu Segitiga Biru,kg,8954,Februari,2022
KACANG Kedelai Eks Impor,kg,11680,Februari,2022
Kacang Kedelai Lokal,kg,11687,Februari,2022
Indomie Rasa Kari Ayam,Bungkus,2616,Februari,2022
Cabe Keriting,kg,29680,Februari,2022
Cabe Biasa,kg,28178,Februari,2022
Cabe Rawit,kg,37952,Februari,2022
Bawang Merah,kg,29042,Februari,2022
Bawang Putih,kg,23716,Februari,2022
IKAN ASIN TERI,kg,69647,Februari,2022
KACANG HIJAU,kg,22039,Februari,2022
KACANG TANAH,kg,26775,Februari,2022
KETELA POHON,kg,4371,Februari,2022
KOL/KUBIS,kg,5868,Februari,2022
KENTANG,kg,13236,Februari,2022
TOMAT,kg,12008,Februari,2022
WORTEL,kg,9963,Februari,2022
Buncis,kg,9208,Februari,2022
Ikan Bandeng,kg,28908,April,2021
Ikan Kembung,kg,31579,Februari,2022
Ikan Tuna,kg,37391,Februari,2022
ikan Tongkol,kg,30764,Februari,2022
ikan cakalang,kg,31533,Februari,2022
Beras Bengawan,kg,11288,Maret,2022
Beras Mentik,kg,10913,Maret,2022
Beras IR 64,kg,9545,Maret,2022
Gula Pasir Dalam Negri,kg,13400,Maret,2022
Garam Beryodium Halus,kg,9005,Maret,2024
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,39990,Maret,2022
Tanpa Merk / Minyak Curah,kg,17577,Maret,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,20553,Maret,2022
Daging Sapi Murni,kg,113351,Maret,2022
Ikan Bandeng,kg,29039,Mei,2021
Ikan Bandeng,kg,28706,Juni,2021
Telur Ayam Ras / Petelur,kg,22825,Maret,2022
Ikan Bandeng,kg,1203503,Juli,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10474,Maret,2022
Susu Kental Manis Merk Indomilk,390 gr/kl,10440,Maret,2022
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39209,Maret,2022
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38183,Maret,2022
JAGUNG PIPILAN KERING,kg,7209,Maret,2022
Garam Beryodium Bata,Buah,1490,Maret,2022
Ikan Bandeng,kg,28705,Agustus,2021
Tepung terigu Segitiga Biru,kg,9089,Maret,2022
KACANG Kedelai Eks Impor,kg,12523,Maret,2022
Kacang Kedelai Lokal,kg,12326,Maret,2022
Indomie Rasa Kari Ayam,Bungkus,2615,Maret,2022
Cabe Keriting,kg,40476,Maret,2022
Cabe Biasa,kg,42953,Maret,2022
Cabe Rawit,kg,49671,Maret,2022
Bawang Merah,kg,30083,Maret,2022
Bawang Putih,kg,24896,Maret,2022
IKAN ASIN TERI,kg,70985,Maret,2022
KACANG HIJAU,kg,22295,Maret,2022
KACANG TANAH,kg,26701,Maret,2022
KETELA POHON,kg,4376,Maret,2022
KOL/KUBIS,kg,6018,Maret,2022
KENTANG,kg,13008,Maret,2022
TOMAT,kg,8827,Maret,2022
WORTEL,kg,9650,Maret,2022
Buncis,kg,9206,Maret,2022
Ikan Bandeng,kg,28972,September,2021
Ikan Kembung,kg,31896,Maret,2022
Ikan Tuna,kg,37916,Maret,2022
ikan Tongkol,kg,30853,Maret,2022
ikan cakalang,kg,31566,Maret,2022
Beras Bengawan,kg,11316,April,2022
Beras Mentik,kg,10950,April,2022
Beras IR 64,kg,9574,April,2022
Gula Pasir Dalam Negri,kg,13680,April,2022
Garam Beryodium Halus,kg,9016,April,2024
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,48779,April,2022
Tanpa Merk / Minyak Curah,kg,18745,April,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,24962,April,2022
Daging Sapi Murni,kg,115733,April,2022
Ikan Bandeng,kg,29145,Oktober,2021
Ikan Bandeng,kg,29352,November,2021
Telur Ayam Ras / Petelur,kg,24051,April,2022
Ikan Bandeng,kg,29893,Desember,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10684,April,2022
Susu Kental Manis Merk Indomilk,390 gr/kl,10588,April,2022
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39457,April,2022
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38084,April,2022
JAGUNG PIPILAN KERING,kg,7236,April,2022
Garam Beryodium Bata,Buah,1477,April,2022
Ikan Bandeng,kg,30674,Januari,2022
Tepung terigu Segitiga Biru,kg,9375,April,2022
KACANG Kedelai Eks Impor,kg,12724,April,2022
Kacang Kedelai Lokal,kg,12453,April,2022
Indomie Rasa Kari Ayam,Bungkus,2633,April,2022
Cabe Keriting,kg,33888,April,2022
Cabe Biasa,kg,38141,April,2022
Cabe Rawit,kg,29558,April,2022
Bawang Merah,kg,27664,April,2022
Bawang Putih,kg,25342,April,2022
IKAN ASIN TERI,kg,71929,April,2022
KACANG HIJAU,kg,22328,April,2022
KACANG TANAH,kg,27034,April,2022
KETELA POHON,kg,4419,April,2022
KOL/KUBIS,kg,6197,April,2022
KENTANG,kg,12985,April,2022
TOMAT,kg,7842,April,2022
WORTEL,kg,9797,April,2022
Buncis,kg,10420,April,2022
Ikan Bandeng,kg,30799,Februari,2022
Ikan Kembung,kg,32090,April,2022
Ikan Tuna,kg,37844,April,2022
ikan Tongkol,kg,30916,April,2022
ikan cakalang,kg,31234,April,2022
Beras Bengawan,kg,11308,Mei,2022
Beras Mentik,kg,10963,Mei,2022
Beras IR 64,kg,9568,Mei,2022
Gula Pasir Dalam Negri,kg,13692,Mei,2022
Garam Beryodium Halus,kg,9030,Mei,2024
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,48630,Mei,2022
Tanpa Merk / Minyak Curah,kg,17149,Mei,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,24775,Mei,2022
Daging Sapi Murni,kg,120071,Mei,2022
Ikan Bandeng,kg,30981,Maret,2022
Ikan Bandeng,kg,31121,April,2022
Telur Ayam Ras / Petelur,kg,25648,Mei,2022
Ikan Bandeng,kg,30786,Mei,2022
Susu Kental Manis Merk Bendera,397 gr/kl,10825,Mei,2022
Susu Kental Manis Merk Indomilk,390 gr/kl,10681,Mei,2022
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39349,Mei,2022
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38066,Mei,2022
JAGUNG PIPILAN KERING,kg,7286,Mei,2022
Garam Beryodium Bata,Buah,1517,Mei,2022
Ikan Bandeng,kg,30731,Juni,2022
Tepung terigu Segitiga Biru,kg,9455,Mei,2022
KACANG Kedelai Eks Impor,kg,12774,Mei,2022
Kacang Kedelai Lokal,kg,12382,Mei,2022
Indomie Rasa Kari Ayam,Bungkus,2655,Mei,2022
Cabe Keriting,kg,38346,Mei,2022
Cabe Biasa,kg,44275,Mei,2022
Cabe Rawit,kg,36123,Mei,2022
Bawang Merah,kg,32991,Mei,2022
Bawang Putih,kg,23056,Mei,2022
IKAN ASIN TERI,kg,72110,Mei,2022
KACANG HIJAU,kg,22139,Mei,2022
KACANG TANAH,kg,27390,Mei,2022
KETELA POHON,kg,4456,Mei,2022
KOL/KUBIS,kg,7324,Mei,2022
KENTANG,kg,12947,Mei,2022
TOMAT,kg,8899,Mei,2022
WORTEL,kg,10114,Mei,2022
Buncis,kg,11917,Mei,2022
Ikan Bandeng,kg,31001,Juli,2022
Ikan Kembung,kg,31966,Mei,2022
Ikan Tuna,kg,37965,Mei,2022
ikan Tongkol,kg,30937,Mei,2022
ikan cakalang,kg,30896,Mei,2022
Beras Premium / kg,kg,11304,Juni,2022
Beras Mentik,kg,10980,Juni,2022
Beras Medium / kg,kg,9542,Juni,2022
Gula Kristal Putih / kg,kg,13479,Juni,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,17321,Juni,2022
Minyak Goreng Curah / kg,kg,15692,Juni,2022
Minyak Goreng Kemasan Premium 1 Liter,1 liter,24064,Juni,2022
Minyak Goreng Kemasan Premium 2 liter,2 Liter,47629,Juni,2022
Daging Sapi / kg,kg,116295,Juni,2022
Daging Ayam Ras / kg,kg,35142,Juni,2022
Ikan Bandeng,kg,30921,Agustus,2022
Telur Ayam Ras / kg,kg,26992,Juni,2022
Ikan Bandeng,kg,31087,September,2022
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10932,Juni,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,10767,Juni,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39584,Juni,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38105,Juni,2022
Jagung Pipilan Kering / kg,kg,7303,Juni,2022
Garam Beryodium  Bata / buah,Buah,1469,Juni,2022
Ikan Bandeng,kg,31385,Oktober,2022
Tepung Terigu / kg,kg,9595,Juni,2022
Kacang Kedelai Impor / kg,kg,12977,Juni,2022
Kacang Kedelai Lokal,kg,12558,Juni,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,2679,Juni,2022
Cabe Merah Keriting / kg,kg,64246,Juni,2022
Cabe Merah Besar,kg,65211,Juni,2022
Cabe Rawit Merah / kg,kg,87089,Juni,2022
Bawang Merah,kg,43745,Juni,2022
Bawang Putih,kg,19466,Juni,2022
Ikan Asin Teri / kg,kg,72143,Juni,2022
Kacang Hijau / kg,kg,22017,Juni,2022
Kacang Tanah / kg,kg,27204,Juni,2022
Ketela Pohon / kg,kg,4507,Juni,2022
Kol/kubis (/kg),kg,10251,Juni,2022
Kentang / kg,kg,12820,Juni,2022
Tomat / kg,kg,14898,Juni,2022
Wortel / kg,kg,10144,Juni,2022
Buncis,kg,11520,Juni,2022
Ikan Bandeng,kg,31685,November,2022
Ikan Kembung / kg,kg,32086,Juni,2022
Ikan Tuna / kg,kg,37916,Juni,2022
Ikan Tongkol / kg,kg,31166,Juni,2022
Ikan Cakalang / kg,kg,31460,Juni,2022
Beras Premium / kg,kg,11326,Juli,2022
Beras Mentik,kg,10968,Juli,2022
Beras Medium / kg,kg,9535,Juli,2022
Gula Kristal Putih / kg,kg,13168,Juli,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,17156,Juli,2022
Minyak Goreng Curah / kg,kg,14313,Juli,2022
Minyak Goreng Kemasan Premium 1 Liter,1 liter,22998,Juli,2022
Minyak Goreng Kemasan Premium 2 liter,2 Liter,45726,Juli,2022
Daging Sapi / kg,kg,114343,Juli,2022
Daging Ayam Ras / kg,kg,38036,Juli,2022
Ikan Bandeng,kg,32203,Desember,2022
Telur Ayam Ras / kg,kg,26875,Juli,2022
Ikan Bandeng,kg,33041,Januari,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11054,Juli,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,10917,Juli,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39798,Juli,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38604,Juli,2022
Jagung Pipilan Kering / kg,kg,7244,Juli,2022
Garam Beryodium  Bata / buah,Buah,1463,Juli,2022
Ikan Bandeng,kg,33023,Februari,2023
Tepung Terigu / kg,kg,9956,Juli,2022
Kacang Kedelai Impor / kg,kg,13050,Juli,2022
Kacang Kedelai Lokal,kg,12680,Juli,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,2734,Juli,2022
Cabe Merah Keriting / kg,kg,76747,Juli,2022
Cabe Merah Besar,kg,79298,Juli,2022
Cabe Rawit Merah / kg,kg,78949,Juli,2022
Bawang Merah,kg,55120,Juli,2022
Bawang Putih,kg,19434,Juli,2022
Ikan Asin Teri / kg,kg,72090,Juli,2022
Kacang Hijau / kg,kg,21857,Juli,2022
Kacang Tanah / kg,kg,27231,Juli,2022
Ketela Pohon / kg,kg,4551,Juli,2022
Kol/kubis (/kg),kg,10585,Juli,2022
Kentang / kg,kg,13182,Juli,2022
Tomat / kg,kg,14885,Juli,2022
Wortel / kg,kg,11217,Juli,2022
Buncis,kg,11072,Juli,2022
Ikan Bandeng,kg,33116,Maret,2023
Ikan Kembung / kg,kg,32319,Juli,2022
Ikan Tuna / kg,kg,38107,Juli,2022
Ikan Tongkol / kg,kg,31523,Juli,2022
Ikan Cakalang / kg,kg,32140,Juli,2022
Beras Premium / kg,kg,11343,Agustus,2022
Beras Mentik,kg,10973,Agustus,2022
Beras Medium / kg,kg,9561,Agustus,2022
Gula Kristal Putih / kg,kg,12985,Agustus,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,16197,Agustus,2022
Minyak Goreng Curah / kg,kg,13637,Agustus,2022
Minyak Goreng Kemasan Premium 1 Liter,1 liter,21247,Agustus,2022
Minyak Goreng Kemasan Premium 2 liter,2 Liter,42802,Agustus,2022
Daging Sapi / kg,kg,114301,Agustus,2022
Daging Ayam Ras / kg,kg,33708,Agustus,2022
Ikan Bandeng,kg,33490,April,2023
Telur Ayam Ras / kg,kg,28081,Agustus,2022
Ikan Bandeng,kg,32991,Mei,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11152,Agustus,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,10989,Agustus,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39898,Agustus,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38797,Agustus,2022
Jagung Pipilan Kering / kg,kg,7238,Agustus,2022
Garam Beryodium  Bata / buah,Buah,1500,Agustus,2022
Ikan Bandeng,kg,32314,Juni,2023
Tepung Terigu / kg,kg,10234,Agustus,2022
Kacang Kedelai Impor / kg,kg,13048,Agustus,2022
Kacang Kedelai Lokal,kg,12628,Agustus,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,2782,Agustus,2022
Cabe Merah Keriting / kg,kg,57358,Agustus,2022
Cabe Merah Besar,kg,57465,Agustus,2022
Cabe Rawit Merah / kg,kg,45163,Agustus,2022
Bawang Merah,kg,30132,Agustus,2022
Bawang Putih,kg,19877,Agustus,2022
Ikan Asin Teri / kg,kg,72213,Agustus,2022
Kacang Hijau / kg,kg,21823,Agustus,2022
Kacang Tanah / kg,kg,27226,Agustus,2022
Ketela Pohon / kg,kg,4557,Agustus,2022
Kol/kubis (/kg),kg,8471,Agustus,2022
Kentang / kg,kg,13285,Agustus,2022
Tomat / kg,kg,8405,Agustus,2022
Wortel / kg,kg,11113,Agustus,2022
Buncis,kg,9001,Agustus,2022
Ikan Bandeng,kg,32511,Juli,2023
Ikan Kembung / kg,kg,32233,Agustus,2022
Ikan Tuna / kg,kg,38338,Agustus,2022
Ikan Tongkol / kg,kg,31169,Agustus,2022
Ikan Cakalang / kg,kg,32161,Agustus,2022
Beras Premium / kg,kg,11575,September,2022
Beras Mentik,kg,11103,September,2022
Beras Medium / kg,kg,9817,September,2022
Gula Kristal Putih / kg,kg,12886,September,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,16018,September,2022
Minyak Goreng Curah / kg,kg,13482,September,2022
Minyak Goreng Kemasan Premium 1 Liter,1 liter,20834,September,2022
Minyak Goreng Kemasan Premium 2 liter,2 Liter,41519,September,2022
Minyak Goreng Kemasan Sederhana 1 Liter,1 Liter,14571,September,2022
Minyak Goreng MINYAKITA Kemasan Botol 1 Liter,1 Liter,13863,September,2022
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,13458,September,2022
Daging Sapi / kg,kg,114547,September,2022
Daging Ayam Ras / kg,kg,32795,September,2022
Ikan Bandeng,kg,32764,Agustus,2023
Telur Ayam Ras / kg,kg,26367,September,2022
Ikan Bandeng,kg,32801,September,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11245,September,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11082,September,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39948,September,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38925,September,2022
Jagung Pipilan Kering / kg,kg,7235,September,2022
Garam Beryodium  Bata / buah,Buah,1466,September,2022
Ikan Bandeng,kg,33266,Oktober,2023
Tepung Terigu / kg,kg,11388,September,2022
Kacang Kedelai Impor / kg,kg,13078,September,2022
Kacang Kedelai Lokal,kg,12772,September,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,2943,September,2022
Cabe Merah Keriting / kg,kg,56175,September,2022
Cabe Merah Besar,kg,46990,September,2022
Cabe Rawit Merah / kg,kg,53691,September,2022
Bawang Merah,kg,28029,September,2022
Bawang Putih,kg,20066,September,2022
Ikan Asin Teri / kg,kg,72203,September,2022
Kacang Hijau / kg,kg,21827,September,2022
Kacang Tanah / kg,kg,27320,September,2022
Ketela Pohon / kg,kg,4589,September,2022
Kol/kubis (/kg),kg,6555,September,2022
Kentang / kg,kg,13818,September,2022
Tomat / kg,kg,5200,September,2022
Wortel / kg,kg,11053,September,2022
Buncis,kg,9817,September,2022
Ikan Bandeng,kg,33731,November,2023
Ikan Kembung / kg,kg,32598,September,2022
Ikan Tuna / kg,kg,38459,September,2022
Ikan Tongkol / kg,kg,31302,September,2022
Ikan Cakalang / kg,kg,32427,September,2022
Beras Bengawan,kg,11773,Oktober,2022
Beras Mentik,kg,11438,Oktober,2022
Beras IR 64,kg,10050,Oktober,2022
Gula Pasir Dalam Negri / kg,kg,12843,Oktober,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,15106,Oktober,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,39819,Oktober,2022
Minyak Goreng Curah / kg (liter),kg,13626,Oktober,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,20391,Oktober,2022
Minyak Goreng Kemasan Sederhana 1 Liter,1 Liter,15018,Oktober,2022
Minyak Goreng MINYAKITA Kemasan Botol 1 Liter,1 Liter,13824,Oktober,2022
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,13528,Oktober,2022
Daging Sapi Murni / kg,kg,114610,Oktober,2022
Ikan Bandeng,kg,33785,Desember,2023
Ikan Bandeng,kg,33447,Januari,2024
Telur Ayam Ras (Petelur) / kg,kg,24472,Oktober,2022
Ikan Bandeng,kg,33025,Februari,2024
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11419,Oktober,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11244,Oktober,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39721,Oktober,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39106,Oktober,2022
Jagung Pipilan Kering / kg,kg,7240,Oktober,2022
Garam Beryodium  Bata / buah,Buah,1447,Oktober,2022
Ikan Bandeng,kg,33025,Maret,2024
Tepung Terigu / kg,kg,11443,Oktober,2022
Kacang Kedelai Eks Impor / kg,kg,13317,Oktober,2022
Kacang Kedelai Lokal,kg,13024,Oktober,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,2982,Oktober,2022
Cabe Merah Besar Keriting / kg,kg,40234,Oktober,2022
Cabe Merah Besar,kg,32884,Oktober,2022
Cabe Rawit / kg,kg,39575,Oktober,2022
Bawang Merah,kg,28674,Oktober,2022
Bawang Putih,kg,19818,Oktober,2022
Ikan Asin Teri / kg,kg,72786,Oktober,2022
Kacang Hijau / kg,kg,22159,Oktober,2022
Kacang Tanah / kg,kg,27275,Oktober,2022
Ketela Pohon / kg,kg,4605,Oktober,2022
Kol/kubis (/kg),kg,5731,Oktober,2022
Kentang / kg,kg,13529,Oktober,2022
Tomat / kg,kg,5164,Oktober,2022
Wortel / kg,kg,11005,Oktober,2022
Buncis,kg,10020,Oktober,2022
Ikan Bandeng,kg,33203,April,2024
Ikan Kembung / kg,kg,32727,Oktober,2022
ikan Tuna / kg,kg,38346,Oktober,2022
Ikan Tongkol / kg,kg,31331,Oktober,2022
Ikan Cakalang / kg,kg,32390,Oktober,2022
Beras Bengawan,kg,11831,November,2022
Beras Mentik,kg,11451,November,2022
Beras IR 64,kg,10092,November,2022
Gula Pasir Dalam Negri / kg,kg,12922,November,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,16056,November,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,39135,November,2022
Minyak Goreng Curah / kg (liter),kg,14693,November,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,20340,November,2022
Minyak Goreng Kemasan Sederhana 1 Liter,1 Liter,15123,November,2022
Minyak Goreng MINYAKITA Kemasan Botol 1 Liter,1 Liter,13936,November,2022
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,13680,November,2022
Daging Sapi Murni / kg,kg,114541,November,2022
Ikan Bandeng,kg,32929,Mei,2024
Telur Ayam Kampung,kg,36204,Januari,2018
Telur Ayam Ras (Petelur) / kg,kg,26553,November,2022
Telur Ayam Kampung,kg,36517,Februari,2018
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11500,November,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11363,November,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39910,November,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39027,November,2022
Jagung Pipilan Kering / kg,kg,7190,November,2022
Garam Beryodium  Bata / buah,Buah,1456,November,2022
Telur Ayam Kampung,kg,36502,Maret,2018
Tepung Terigu / kg,kg,11616,November,2022
Kacang Kedelai Eks Impor / kg,kg,14062,November,2022
Kacang Kedelai Lokal,kg,13448,November,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,3005,November,2022
Cabe Merah Besar Keriting / kg,kg,27432,November,2022
Cabe Merah Besar,kg,23094,November,2022
Cabe Rawit / kg,kg,27653,November,2022
Bawang Merah,kg,31248,November,2022
Bawang Putih,kg,19093,November,2022
Ikan Asin Teri / kg,kg,72597,November,2022
Kacang Hijau / kg,kg,22304,November,2022
Kacang Tanah / kg,kg,27291,November,2022
Ketela Pohon / kg,kg,4560,November,2022
Kol/kubis (/kg),kg,6029,November,2022
Kentang / kg,kg,13410,November,2022
Tomat / kg,kg,10458,November,2022
Wortel / kg,kg,11025,November,2022
Buncis,kg,10571,November,2022
Telur Ayam Kampung,kg,36350,April,2018
Ikan Kembung / kg,kg,32812,November,2022
ikan Tuna / kg,kg,38310,November,2022
Ikan Tongkol / kg,kg,31502,November,2022
Ikan Cakalang / kg,kg,32348,November,2022
Beras Bengawan,kg,11973,Desember,2022
Beras Mentik,kg,11725,Desember,2022
Beras IR 64,kg,10271,Desember,2022
Gula Pasir Dalam Negri / kg,kg,12964,Desember,2022
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,16206,Desember,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,39396,Desember,2022
Minyak Goreng Curah / kg (liter),kg,15482,Desember,2022
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,20479,Desember,2022
Minyak Goreng Kemasan Sederhana 1 Liter,1 Liter,15434,Desember,2022
